text,label
I can't sleep because of the fear. #269116,fear
I can't sleep because of the fear. #253600,fear
That totally caught me off guard. #492579,surprise
Every little sound makes me jump. #450087,fear
What a pleasant surprise! #476541,surprise
I can't stop smiling. #346596,joy
I'm terrified of what might happen. #474398,fear
I did not see that coming! #319436,surprise
"Unbelievable, but true! #899935",surprise
This is the best day of my life. #862331,joy
I'm so thrilled about the news. #652752,joy
I'm so furious about the situation. #429907,anger
I'm so scared right now. #913740,fear
Tears keep falling from my eyes. #54323,sadness
I can't sleep because of the fear. #519382,fear
I'm so thrilled about the news. #697278,joy
I’m shocked and amazed! #548766,surprise
That totally caught me off guard. #856923,surprise
I can't stop smiling. #696168,joy
I'm bursting with happiness! #738245,joy
That was utterly revolting. #717926,disgust
I feel empty inside. #539969,sadness
I feel sick just thinking about it. #502236,disgust
This is so gross I can't handle it. #946433,disgust
I'm so scared right now. #965143,fear
That was utterly revolting. #222108,disgust
How could they do this to me? #564168,anger
Every little sound makes me jump. #633017,fear
What a pleasant surprise! #263797,surprise
Nothing seems to matter anymore. #805224,sadness
"Unbelievable, but true! #594621",surprise
I'm disgusted by what I saw. #494323,disgust
I did not see that coming! #31737,surprise
It's incredibly disturbing. #208229,disgust
This is absolutely infuriating! #222108,anger
I can't sleep because of the fear. #293535,fear
This is the best day of my life. #698136,joy
I’m shocked and amazed! #26826,surprise
I can't sleep because of the fear. #383831,fear
I feel empty inside. #401957,sadness
I feel sick just thinking about it. #549608,disgust
I feel sick just thinking about it. #503222,disgust
I can't sleep because of the fear. #916051,fear
It's incredibly disturbing. #921515,disgust
This is the best day of my life. #280396,joy
Nothing seems to matter anymore. #430812,sadness
I did not see that coming! #754670,surprise
I'm so furious about the situation. #300529,anger
I can't believe this happened! #371624,anger
That was utterly revolting. #382545,disgust
That was utterly revolting. #309923,disgust
This gives me chills down my spine. #492324,fear
I'm so scared right now. #934410,fear
I can't sleep because of the fear. #141137,fear
How could they do this to me? #47272,anger
My heart aches with sorrow. #431114,sadness
This makes my blood boil. #152171,anger
This makes my blood boil. #125948,anger
I'm so thrilled about the news. #222896,joy
I'm bursting with happiness! #448604,joy
That totally caught me off guard. #577890,surprise
That was utterly revolting. #314282,disgust
I can't stop smiling. #665308,joy
I can't stop smiling. #957854,joy
I'm so furious about the situation. #265500,anger
I'm so furious about the situation. #30998,anger
I can't believe this happened! #402837,anger
I'm disgusted by what I saw. #679457,disgust
I can't believe this happened! #150793,anger
"Unbelievable, but true! #545892",surprise
This makes my blood boil. #910344,anger
I'm terrified of what might happen. #133687,fear
I can't stop smiling. #241095,joy
I’m shocked and amazed! #697968,surprise
I did not see that coming! #559613,surprise
It's incredibly disturbing. #869932,disgust
I'm bursting with happiness! #447634,joy
I’m shocked and amazed! #566676,surprise
That was utterly revolting. #591955,disgust
I can't sleep because of the fear. #642436,fear
I can't sleep because of the fear. #178853,fear
I can't stop smiling. #394496,joy
I'm so scared right now. #137284,fear
This is so gross I can't handle it. #574524,disgust
I feel sick just thinking about it. #968925,disgust
This is the best day of my life. #382983,joy
I miss the good times we had. #233053,sadness
I'm so furious about the situation. #284805,anger
That was utterly revolting. #457765,disgust
I did not see that coming! #145052,surprise
Life is beautiful and I'm enjoying every moment. #696776,joy
This makes my blood boil. #552186,anger
I feel sick just thinking about it. #526889,disgust
This is absolutely infuriating! #393621,anger
This is the best day of my life. #802982,joy
I did not see that coming! #887850,surprise
Life is beautiful and I'm enjoying every moment. #892215,joy
I did not see that coming! #945573,surprise
I'm so thrilled about the news. #363671,joy
This is the best day of my life. #745080,joy
My heart aches with sorrow. #673957,sadness
I feel sick just thinking about it. #569835,disgust
I feel empty inside. #711198,sadness
I feel sick just thinking about it. #7701,disgust
That was utterly revolting. #119037,disgust
I'm so scared right now. #378799,fear
Tears keep falling from my eyes. #472692,sadness
What a pleasant surprise! #334613,surprise
I can't sleep because of the fear. #797388,fear
I miss the good times we had. #608783,sadness
I'm so furious about the situation. #750099,anger
I'm terrified of what might happen. #249210,fear
That totally caught me off guard. #674476,surprise
I'm bursting with happiness! #133330,joy
I feel sick just thinking about it. #847207,disgust
I'm disgusted by what I saw. #841596,disgust
My heart aches with sorrow. #780176,sadness
This is the best day of my life. #870660,joy
Life is beautiful and I'm enjoying every moment. #374362,joy
This gives me chills down my spine. #690107,fear
I'm so scared right now. #534381,fear
"Unbelievable, but true! #626945",surprise
I'm terrified of what might happen. #448956,fear
I can't believe this happened! #162246,anger
I feel sick just thinking about it. #503776,disgust
I'm so scared right now. #486444,fear
What a pleasant surprise! #144217,surprise
This gives me chills down my spine. #489235,fear
What a pleasant surprise! #51172,surprise
That totally caught me off guard. #530591,surprise
This is absolutely infuriating! #164248,anger
This is the best day of my life. #31396,joy
I can't sleep because of the fear. #348661,fear
I feel empty inside. #832842,sadness
This makes my blood boil. #820281,anger
I'm so scared right now. #198259,fear
That was utterly revolting. #94443,disgust
I feel sick just thinking about it. #676693,disgust
I did not see that coming! #406043,surprise
"Unbelievable, but true! #801254",surprise
I did not see that coming! #43242,surprise
Every little sound makes me jump. #15285,fear
This is absolutely infuriating! #302947,anger
I’m shocked and amazed! #400720,surprise
This makes my blood boil. #166737,anger
I did not see that coming! #70776,surprise
Nothing seems to matter anymore. #745871,sadness
Life is beautiful and I'm enjoying every moment. #952314,joy
Nothing seems to matter anymore. #695485,sadness
I'm so scared right now. #684440,fear
I did not see that coming! #906986,surprise
I can't stop smiling. #373656,joy
This is so gross I can't handle it. #809857,disgust
I can't stop smiling. #721033,joy
That totally caught me off guard. #12869,surprise
I'm disgusted by what I saw. #50174,disgust
I can't believe this happened! #31058,anger
I can't stop smiling. #770729,joy
This makes my blood boil. #630858,anger
This makes my blood boil. #496197,anger
I'm terrified of what might happen. #393540,fear
Tears keep falling from my eyes. #896231,sadness
That was utterly revolting. #974490,disgust
This gives me chills down my spine. #772580,fear
My heart aches with sorrow. #730373,sadness
"Unbelievable, but true! #445197",surprise
"Unbelievable, but true! #342402",surprise
I'm so furious about the situation. #289617,anger
I did not see that coming! #862290,surprise
Tears keep falling from my eyes. #569961,sadness
I'm terrified of what might happen. #5267,fear
I feel sick just thinking about it. #858508,disgust
I'm disgusted by what I saw. #469650,disgust
It's incredibly disturbing. #579638,disgust
I can't sleep because of the fear. #817405,fear
That totally caught me off guard. #343538,surprise
This is the best day of my life. #237062,joy
This gives me chills down my spine. #677322,fear
Every little sound makes me jump. #351207,fear
Life is beautiful and I'm enjoying every moment. #796094,joy
This is the best day of my life. #462518,joy
I'm terrified of what might happen. #962890,fear
I can't believe this happened! #673001,anger
I'm disgusted by what I saw. #53486,disgust
It's incredibly disturbing. #604622,disgust
I can't believe this happened! #570116,anger
Tears keep falling from my eyes. #547987,sadness
I'm bursting with happiness! #726960,joy
I can't sleep because of the fear. #961678,fear
This is absolutely infuriating! #754857,anger
I feel sick just thinking about it. #843360,disgust
I feel sick just thinking about it. #698697,disgust
This is absolutely infuriating! #116138,anger
This is the best day of my life. #804879,joy
I feel empty inside. #734395,sadness
"Unbelievable, but true! #568520",surprise
Nothing seems to matter anymore. #471863,sadness
Life is beautiful and I'm enjoying every moment. #386036,joy
Nothing seems to matter anymore. #971093,sadness
Every little sound makes me jump. #662395,fear
"Unbelievable, but true! #313960",surprise
This gives me chills down my spine. #963522,fear
This is so gross I can't handle it. #978167,disgust
I miss the good times we had. #83816,sadness
"Unbelievable, but true! #207131",surprise
Life is beautiful and I'm enjoying every moment. #7354,joy
It's incredibly disturbing. #556044,disgust
This gives me chills down my spine. #457184,fear
What a pleasant surprise! #903140,surprise
That was utterly revolting. #898112,disgust
This gives me chills down my spine. #658545,fear
I can't sleep because of the fear. #574550,fear
My heart aches with sorrow. #492766,sadness
I'm terrified of what might happen. #596820,fear
I can't believe this happened! #603012,anger
That was utterly revolting. #932676,disgust
Every little sound makes me jump. #355937,fear
What a pleasant surprise! #602492,surprise
Nothing seems to matter anymore. #532915,sadness
How could they do this to me? #174608,anger
My heart aches with sorrow. #691946,sadness
It's incredibly disturbing. #863976,disgust
I'm so thrilled about the news. #363260,joy
Life is beautiful and I'm enjoying every moment. #715325,joy
I can't sleep because of the fear. #539152,fear
I'm terrified of what might happen. #862369,fear
That was utterly revolting. #979463,disgust
That totally caught me off guard. #307653,surprise
I'm so furious about the situation. #138065,anger
Tears keep falling from my eyes. #377952,sadness
I did not see that coming! #415633,surprise
This is absolutely infuriating! #342306,anger
I can't sleep because of the fear. #749387,fear
That totally caught me off guard. #778432,surprise
I'm so thrilled about the news. #426268,joy
I'm so scared right now. #557851,fear
I'm terrified of what might happen. #198175,fear
Every little sound makes me jump. #548961,fear
Tears keep falling from my eyes. #316671,sadness
That totally caught me off guard. #596803,surprise
I can't believe this happened! #270318,anger
This makes my blood boil. #413099,anger
"Unbelievable, but true! #231344",surprise
I'm so scared right now. #844477,fear
I miss the good times we had. #571982,sadness
I did not see that coming! #102561,surprise
That was utterly revolting. #243141,disgust
I can't believe this happened! #78534,anger
Nothing seems to matter anymore. #72538,sadness
I miss the good times we had. #293862,sadness
That totally caught me off guard. #399340,surprise
Tears keep falling from my eyes. #838771,sadness
I can't stop smiling. #698637,joy
This gives me chills down my spine. #842567,fear
Nothing seems to matter anymore. #563681,sadness
Tears keep falling from my eyes. #777266,sadness
"Unbelievable, but true! #292763",surprise
I did not see that coming! #7625,surprise
I can't sleep because of the fear. #588790,fear
I feel sick just thinking about it. #6027,disgust
I feel empty inside. #94461,sadness
This gives me chills down my spine. #895383,fear
I can't sleep because of the fear. #650526,fear
I can't sleep because of the fear. #845687,fear
Every little sound makes me jump. #618058,fear
This makes my blood boil. #139357,anger
This is absolutely infuriating! #622030,anger
I'm so scared right now. #26094,fear
Life is beautiful and I'm enjoying every moment. #99467,joy
I'm disgusted by what I saw. #340546,disgust
What a pleasant surprise! #295786,surprise
That was utterly revolting. #544075,disgust
Life is beautiful and I'm enjoying every moment. #405060,joy
I can't sleep because of the fear. #463207,fear
That totally caught me off guard. #621175,surprise
I’m shocked and amazed! #846624,surprise
I can't sleep because of the fear. #851689,fear
I’m shocked and amazed! #817493,surprise
What a pleasant surprise! #714556,surprise
Every little sound makes me jump. #740467,fear
My heart aches with sorrow. #138709,sadness
That totally caught me off guard. #865445,surprise
My heart aches with sorrow. #717943,sadness
This gives me chills down my spine. #899384,fear
I'm bursting with happiness! #10971,joy
I'm bursting with happiness! #189365,joy
I miss the good times we had. #931850,sadness
Life is beautiful and I'm enjoying every moment. #585642,joy
I did not see that coming! #528049,surprise
I'm so thrilled about the news. #778270,joy
I can't sleep because of the fear. #791839,fear
That totally caught me off guard. #748636,surprise
"Unbelievable, but true! #424827",surprise
How could they do this to me? #850086,anger
What a pleasant surprise! #481563,surprise
I can't believe this happened! #813338,anger
I can't stop smiling. #393470,joy
I feel sick just thinking about it. #294120,disgust
I'm so thrilled about the news. #31827,joy
I'm so furious about the situation. #295961,anger
This gives me chills down my spine. #819277,fear
I'm terrified of what might happen. #418808,fear
What a pleasant surprise! #412276,surprise
I feel empty inside. #794429,sadness
Every little sound makes me jump. #707891,fear
I'm so thrilled about the news. #547612,joy
I'm so thrilled about the news. #33176,joy
That was utterly revolting. #231780,disgust
I'm so furious about the situation. #287361,anger
I can't stop smiling. #416170,joy
That was utterly revolting. #8005,disgust
It's incredibly disturbing. #966704,disgust
This gives me chills down my spine. #41882,fear
I feel empty inside. #538686,sadness
I can't believe this happened! #692749,anger
I miss the good times we had. #160660,sadness
I feel empty inside. #998486,sadness
I'm so furious about the situation. #42309,anger
I'm so furious about the situation. #282183,anger
I'm so furious about the situation. #214982,anger
This is so gross I can't handle it. #285557,disgust
I'm terrified of what might happen. #590478,fear
That totally caught me off guard. #119583,surprise
This is absolutely infuriating! #533151,anger
I'm so furious about the situation. #289742,anger
My heart aches with sorrow. #642488,sadness
I'm terrified of what might happen. #748120,fear
I'm bursting with happiness! #461893,joy
My heart aches with sorrow. #284277,sadness
I'm terrified of what might happen. #88612,fear
This is so gross I can't handle it. #323859,disgust
I'm terrified of what might happen. #114708,fear
This is the best day of my life. #247380,joy
I feel empty inside. #321194,sadness
I'm terrified of what might happen. #465639,fear
I can't stop smiling. #298523,joy
This gives me chills down my spine. #238472,fear
How could they do this to me? #10498,anger
I'm so scared right now. #104609,fear
What a pleasant surprise! #890086,surprise
This is the best day of my life. #130893,joy
Every little sound makes me jump. #841071,fear
Nothing seems to matter anymore. #693813,sadness
"Unbelievable, but true! #257178",surprise
Life is beautiful and I'm enjoying every moment. #737245,joy
It's incredibly disturbing. #133883,disgust
I'm so scared right now. #85768,fear
I'm so thrilled about the news. #578634,joy
I feel empty inside. #44667,sadness
I'm bursting with happiness! #996310,joy
This is the best day of my life. #410016,joy
This is so gross I can't handle it. #842249,disgust
I'm disgusted by what I saw. #429150,disgust
What a pleasant surprise! #589315,surprise
That was utterly revolting. #375397,disgust
This makes my blood boil. #577015,anger
Tears keep falling from my eyes. #993118,sadness
I feel sick just thinking about it. #697438,disgust
Tears keep falling from my eyes. #96800,sadness
I can't stop smiling. #46796,joy
I can't stop smiling. #870644,joy
I did not see that coming! #721150,surprise
This makes my blood boil. #567898,anger
I miss the good times we had. #218568,sadness
What a pleasant surprise! #941378,surprise
This gives me chills down my spine. #14009,fear
I'm bursting with happiness! #522690,joy
Every little sound makes me jump. #966220,fear
This is so gross I can't handle it. #298386,disgust
Life is beautiful and I'm enjoying every moment. #96055,joy
It's incredibly disturbing. #783907,disgust
It's incredibly disturbing. #4324,disgust
Tears keep falling from my eyes. #282827,sadness
I'm so furious about the situation. #473754,anger
It's incredibly disturbing. #139023,disgust
This is the best day of my life. #381001,joy
I can't sleep because of the fear. #70328,fear
That totally caught me off guard. #391865,surprise
This is so gross I can't handle it. #99704,disgust
I did not see that coming! #517916,surprise
I can't believe this happened! #261831,anger
Tears keep falling from my eyes. #254055,sadness
That totally caught me off guard. #628512,surprise
This is absolutely infuriating! #590089,anger
This is absolutely infuriating! #241972,anger
What a pleasant surprise! #395736,surprise
Nothing seems to matter anymore. #324457,sadness
I'm so furious about the situation. #316333,anger
That was utterly revolting. #283026,disgust
What a pleasant surprise! #716533,surprise
This makes my blood boil. #711621,anger
Nothing seems to matter anymore. #741307,sadness
I'm so furious about the situation. #925028,anger
That totally caught me off guard. #232786,surprise
I'm so scared right now. #364151,fear
I feel empty inside. #186924,sadness
How could they do this to me? #128241,anger
I can't sleep because of the fear. #149669,fear
I can't sleep because of the fear. #684726,fear
How could they do this to me? #278653,anger
I can't sleep because of the fear. #327761,fear
I'm so thrilled about the news. #46069,joy
My heart aches with sorrow. #800091,sadness
This makes my blood boil. #909243,anger
I'm bursting with happiness! #899802,joy
This gives me chills down my spine. #310180,fear
That was utterly revolting. #878789,disgust
Nothing seems to matter anymore. #215121,sadness
This is absolutely infuriating! #967277,anger
I can't believe this happened! #771833,anger
My heart aches with sorrow. #337132,sadness
I'm disgusted by what I saw. #880854,disgust
How could they do this to me? #356545,anger
I did not see that coming! #179533,surprise
I'm so scared right now. #980331,fear
I feel sick just thinking about it. #627574,disgust
I can't sleep because of the fear. #60712,fear
I did not see that coming! #663297,surprise
That totally caught me off guard. #690340,surprise
Every little sound makes me jump. #811282,fear
Tears keep falling from my eyes. #440311,sadness
Life is beautiful and I'm enjoying every moment. #490396,joy
This gives me chills down my spine. #92342,fear
My heart aches with sorrow. #938814,sadness
This gives me chills down my spine. #61673,fear
I'm so scared right now. #979540,fear
I'm so scared right now. #299742,fear
That totally caught me off guard. #812229,surprise
Every little sound makes me jump. #946399,fear
I'm terrified of what might happen. #193124,fear
This makes my blood boil. #12608,anger
This makes my blood boil. #573791,anger
This is the best day of my life. #186505,joy
I miss the good times we had. #99257,sadness
This is so gross I can't handle it. #762841,disgust
Tears keep falling from my eyes. #531348,sadness
How could they do this to me? #872242,anger
I miss the good times we had. #44652,sadness
How could they do this to me? #359320,anger
I feel empty inside. #131561,sadness
Every little sound makes me jump. #387749,fear
My heart aches with sorrow. #377543,sadness
I can't believe this happened! #736949,anger
I'm terrified of what might happen. #949655,fear
I'm so scared right now. #149985,fear
I'm disgusted by what I saw. #224674,disgust
This is absolutely infuriating! #426479,anger
This gives me chills down my spine. #376625,fear
Nothing seems to matter anymore. #558189,sadness
I can't stop smiling. #328685,joy
"Unbelievable, but true! #624016",surprise
This makes my blood boil. #260650,anger
My heart aches with sorrow. #550547,sadness
What a pleasant surprise! #802835,surprise
I'm disgusted by what I saw. #220049,disgust
That was utterly revolting. #16608,disgust
I did not see that coming! #481567,surprise
This is the best day of my life. #776582,joy
It's incredibly disturbing. #180530,disgust
I'm disgusted by what I saw. #213195,disgust
This is the best day of my life. #44361,joy
I'm disgusted by what I saw. #7409,disgust
It's incredibly disturbing. #669740,disgust
I'm so furious about the situation. #934162,anger
That totally caught me off guard. #482362,surprise
This gives me chills down my spine. #63494,fear
I'm so furious about the situation. #421060,anger
I can't stop smiling. #804840,joy
I can't stop smiling. #5140,joy
It's incredibly disturbing. #278574,disgust
This is so gross I can't handle it. #15292,disgust
That totally caught me off guard. #952762,surprise
That totally caught me off guard. #882995,surprise
I'm disgusted by what I saw. #662928,disgust
I'm disgusted by what I saw. #306514,disgust
I can't stop smiling. #860708,joy
I did not see that coming! #371122,surprise
I miss the good times we had. #137891,sadness
I'm so thrilled about the news. #848019,joy
This is so gross I can't handle it. #577461,disgust
"Unbelievable, but true! #882818",surprise
Every little sound makes me jump. #389016,fear
I'm so furious about the situation. #854493,anger
How could they do this to me? #135698,anger
I did not see that coming! #803739,surprise
I'm so scared right now. #900534,fear
That totally caught me off guard. #699218,surprise
I miss the good times we had. #699292,sadness
I'm so thrilled about the news. #157563,joy
That was utterly revolting. #594424,disgust
This makes my blood boil. #190432,anger
That totally caught me off guard. #540376,surprise
I'm disgusted by what I saw. #964400,disgust
I'm so thrilled about the news. #911548,joy
This gives me chills down my spine. #945341,fear
I did not see that coming! #694901,surprise
I can't sleep because of the fear. #46959,fear
I'm bursting with happiness! #815215,joy
I'm bursting with happiness! #673928,joy
This is absolutely infuriating! #947706,anger
"Unbelievable, but true! #593695",surprise
How could they do this to me? #571691,anger
That was utterly revolting. #51016,disgust
Every little sound makes me jump. #860801,fear
I'm terrified of what might happen. #574502,fear
I did not see that coming! #112964,surprise
This makes my blood boil. #695482,anger
Tears keep falling from my eyes. #151279,sadness
Life is beautiful and I'm enjoying every moment. #204384,joy
Life is beautiful and I'm enjoying every moment. #169868,joy
I'm terrified of what might happen. #466770,fear
I'm so furious about the situation. #622657,anger
I'm so furious about the situation. #366992,anger
I'm terrified of what might happen. #376903,fear
This is the best day of my life. #296202,joy
I'm so thrilled about the news. #771404,joy
This is the best day of my life. #852008,joy
This makes my blood boil. #690906,anger
This gives me chills down my spine. #131625,fear
Every little sound makes me jump. #532976,fear
I'm disgusted by what I saw. #161249,disgust
I'm bursting with happiness! #249099,joy
It's incredibly disturbing. #350512,disgust
I can't sleep because of the fear. #369017,fear
This makes my blood boil. #103758,anger
My heart aches with sorrow. #291833,sadness
Nothing seems to matter anymore. #279900,sadness
I miss the good times we had. #623573,sadness
I'm so scared right now. #269828,fear
Life is beautiful and I'm enjoying every moment. #709305,joy
I miss the good times we had. #183164,sadness
I can't stop smiling. #980065,joy
I miss the good times we had. #267645,sadness
I feel empty inside. #636005,sadness
Tears keep falling from my eyes. #754406,sadness
This makes my blood boil. #575645,anger
I miss the good times we had. #286792,sadness
I can't stop smiling. #831121,joy
I'm bursting with happiness! #777766,joy
This gives me chills down my spine. #336826,fear
I feel sick just thinking about it. #150450,disgust
I’m shocked and amazed! #520530,surprise
Tears keep falling from my eyes. #862240,sadness
Every little sound makes me jump. #546186,fear
I did not see that coming! #949364,surprise
That was utterly revolting. #397272,disgust
How could they do this to me? #426028,anger
This makes my blood boil. #279343,anger
"Unbelievable, but true! #528435",surprise
Life is beautiful and I'm enjoying every moment. #324631,joy
Nothing seems to matter anymore. #839118,sadness
What a pleasant surprise! #478997,surprise
How could they do this to me? #285873,anger
Every little sound makes me jump. #219186,fear
I miss the good times we had. #128815,sadness
What a pleasant surprise! #924203,surprise
I can't stop smiling. #430928,joy
I’m shocked and amazed! #77515,surprise
I'm so scared right now. #330565,fear
This makes my blood boil. #857083,anger
What a pleasant surprise! #154948,surprise
Life is beautiful and I'm enjoying every moment. #695110,joy
This is the best day of my life. #233913,joy
Life is beautiful and I'm enjoying every moment. #135735,joy
How could they do this to me? #961941,anger
"Unbelievable, but true! #931475",surprise
I'm so thrilled about the news. #667140,joy
I can't stop smiling. #290110,joy
I'm so thrilled about the news. #764262,joy
Tears keep falling from my eyes. #870540,sadness
What a pleasant surprise! #972738,surprise
"Unbelievable, but true! #176393",surprise
I'm so scared right now. #112678,fear
"Unbelievable, but true! #299201",surprise
I can't believe this happened! #48939,anger
My heart aches with sorrow. #243661,sadness
I'm bursting with happiness! #388851,joy
Nothing seems to matter anymore. #129773,sadness
This makes my blood boil. #388555,anger
That was utterly revolting. #317517,disgust
"Unbelievable, but true! #913840",surprise
This is so gross I can't handle it. #357639,disgust
I'm disgusted by what I saw. #785137,disgust
I can't stop smiling. #442444,joy
I'm so furious about the situation. #319834,anger
I'm bursting with happiness! #628717,joy
I’m shocked and amazed! #774318,surprise
Nothing seems to matter anymore. #420106,sadness
Tears keep falling from my eyes. #42087,sadness
I feel empty inside. #171248,sadness
I feel sick just thinking about it. #960042,disgust
My heart aches with sorrow. #989680,sadness
I can't sleep because of the fear. #842390,fear
It's incredibly disturbing. #960678,disgust
This is absolutely infuriating! #208294,anger
How could they do this to me? #173656,anger
"Unbelievable, but true! #426447",surprise
I'm so scared right now. #616878,fear
How could they do this to me? #152004,anger
This is so gross I can't handle it. #544718,disgust
I’m shocked and amazed! #34724,surprise
I'm so scared right now. #159200,fear
My heart aches with sorrow. #763170,sadness
Nothing seems to matter anymore. #54011,sadness
I’m shocked and amazed! #274608,surprise
I'm so thrilled about the news. #805951,joy
How could they do this to me? #289393,anger
I can't believe this happened! #995365,anger
My heart aches with sorrow. #672513,sadness
I did not see that coming! #886280,surprise
How could they do this to me? #107860,anger
I'm bursting with happiness! #316233,joy
My heart aches with sorrow. #723717,sadness
I can't believe this happened! #440959,anger
Tears keep falling from my eyes. #203242,sadness
I’m shocked and amazed! #263774,surprise
This makes my blood boil. #231039,anger
I'm terrified of what might happen. #506714,fear
I can't believe this happened! #646172,anger
That was utterly revolting. #119718,disgust
I'm so thrilled about the news. #848260,joy
I'm so thrilled about the news. #111077,joy
How could they do this to me? #787018,anger
This is the best day of my life. #207468,joy
I'm bursting with happiness! #697110,joy
I’m shocked and amazed! #654183,surprise
Life is beautiful and I'm enjoying every moment. #826193,joy
It's incredibly disturbing. #189681,disgust
This is so gross I can't handle it. #201585,disgust
This gives me chills down my spine. #37149,fear
I feel sick just thinking about it. #469071,disgust
I'm bursting with happiness! #418597,joy
I'm so scared right now. #870391,fear
This is the best day of my life. #747917,joy
How could they do this to me? #925049,anger
This is so gross I can't handle it. #211474,disgust
Every little sound makes me jump. #643336,fear
I'm terrified of what might happen. #255187,fear
That totally caught me off guard. #682751,surprise
It's incredibly disturbing. #787261,disgust
I'm terrified of what might happen. #130861,fear
What a pleasant surprise! #586266,surprise
I can't believe this happened! #271591,anger
I can't believe this happened! #992128,anger
This is so gross I can't handle it. #257785,disgust
I'm so thrilled about the news. #947773,joy
I did not see that coming! #358074,surprise
"Unbelievable, but true! #26488",surprise
I can't sleep because of the fear. #298866,fear
That was utterly revolting. #359307,disgust
This gives me chills down my spine. #319800,fear
I can't stop smiling. #668628,joy
I did not see that coming! #778700,surprise
I'm disgusted by what I saw. #556567,disgust
I can't stop smiling. #611410,joy
I'm so scared right now. #315360,fear
I’m shocked and amazed! #953584,surprise
I did not see that coming! #125044,surprise
I’m shocked and amazed! #630231,surprise
That totally caught me off guard. #84663,surprise
How could they do this to me? #953884,anger
It's incredibly disturbing. #881957,disgust
How could they do this to me? #162201,anger
"Unbelievable, but true! #88350",surprise
I miss the good times we had. #797345,sadness
I did not see that coming! #654106,surprise
I did not see that coming! #151170,surprise
This is so gross I can't handle it. #83760,disgust
Tears keep falling from my eyes. #879724,sadness
That totally caught me off guard. #47801,surprise
I'm terrified of what might happen. #228321,fear
Every little sound makes me jump. #540395,fear
I did not see that coming! #17497,surprise
This gives me chills down my spine. #175685,fear
I'm terrified of what might happen. #813773,fear
That totally caught me off guard. #579876,surprise
I'm terrified of what might happen. #423117,fear
What a pleasant surprise! #188542,surprise
Life is beautiful and I'm enjoying every moment. #906305,joy
I’m shocked and amazed! #619025,surprise
My heart aches with sorrow. #221696,sadness
I'm bursting with happiness! #460923,joy
I can't believe this happened! #453152,anger
I'm disgusted by what I saw. #296618,disgust
I miss the good times we had. #547961,sadness
I feel empty inside. #289701,sadness
I can't believe this happened! #455764,anger
It's incredibly disturbing. #805720,disgust
I feel sick just thinking about it. #47679,disgust
This is absolutely infuriating! #246529,anger
I miss the good times we had. #953032,sadness
I'm so scared right now. #876467,fear
This is absolutely infuriating! #937229,anger
How could they do this to me? #598909,anger
"Unbelievable, but true! #814310",surprise
Life is beautiful and I'm enjoying every moment. #992849,joy
This makes my blood boil. #555277,anger
What a pleasant surprise! #878368,surprise
What a pleasant surprise! #957999,surprise
I feel sick just thinking about it. #199715,disgust
I miss the good times we had. #463571,sadness
This gives me chills down my spine. #864991,fear
I'm so furious about the situation. #10630,anger
This is so gross I can't handle it. #881755,disgust
I can't stop smiling. #644700,joy
This is absolutely infuriating! #260468,anger
Life is beautiful and I'm enjoying every moment. #965490,joy
I did not see that coming! #504532,surprise
This gives me chills down my spine. #430593,fear
Tears keep falling from my eyes. #249705,sadness
I did not see that coming! #808677,surprise
What a pleasant surprise! #568223,surprise
I'm disgusted by what I saw. #44533,disgust
It's incredibly disturbing. #111448,disgust
This makes my blood boil. #370989,anger
Nothing seems to matter anymore. #697977,sadness
I'm so thrilled about the news. #356999,joy
I miss the good times we had. #81964,sadness
Tears keep falling from my eyes. #917774,sadness
It's incredibly disturbing. #199783,disgust
I can't sleep because of the fear. #367982,fear
This is so gross I can't handle it. #547581,disgust
That totally caught me off guard. #775617,surprise
I'm so furious about the situation. #745596,anger
I miss the good times we had. #473140,sadness
This makes my blood boil. #748819,anger
I'm so scared right now. #475478,fear
Every little sound makes me jump. #85260,fear
That was utterly revolting. #107118,disgust
That was utterly revolting. #973074,disgust
I’m shocked and amazed! #403133,surprise
I can't stop smiling. #143937,joy
This gives me chills down my spine. #379910,fear
This is absolutely infuriating! #817947,anger
Tears keep falling from my eyes. #886819,sadness
I feel sick just thinking about it. #496041,disgust
That was utterly revolting. #137939,disgust
I can't stop smiling. #99511,joy
This is absolutely infuriating! #995214,anger
I'm so furious about the situation. #738292,anger
I can't believe this happened! #665020,anger
This is the best day of my life. #426097,joy
Every little sound makes me jump. #12770,fear
This is so gross I can't handle it. #219701,disgust
I'm so scared right now. #783777,fear
I can't stop smiling. #811543,joy
This is absolutely infuriating! #417838,anger
Nothing seems to matter anymore. #882514,sadness
I can't sleep because of the fear. #969976,fear
Every little sound makes me jump. #448131,fear
Every little sound makes me jump. #283639,fear
"Unbelievable, but true! #393399",surprise
I feel empty inside. #733720,sadness
I'm so furious about the situation. #328545,anger
That was utterly revolting. #945201,disgust
What a pleasant surprise! #537311,surprise
How could they do this to me? #481252,anger
It's incredibly disturbing. #427454,disgust
That totally caught me off guard. #928589,surprise
How could they do this to me? #27462,anger
I can't stop smiling. #775577,joy
My heart aches with sorrow. #452264,sadness
Tears keep falling from my eyes. #937387,sadness
That totally caught me off guard. #673472,surprise
How could they do this to me? #326676,anger
What a pleasant surprise! #444565,surprise
That was utterly revolting. #207474,disgust
I did not see that coming! #80116,surprise
Nothing seems to matter anymore. #75941,sadness
